sku_id,asin,dtc_title,pdp_title,pdp_probe_quality,search_candidate_status,candidate_score,pdp_rating,pdp_review_count,dtc_image_url,amazon_image_url,dtc_path,amazon_path,dtc_sha256,amazon_sha256,hash_similarity,color_similarity,title_token_overlap,visual_gate_status,visual_gate_note
sheep-plush-rocker,B0DJ6XM7GK,Sheep Plush Rocker,"Amazon.com: labebe - Baby Sheep Rocking Horse, Kids Plush Stuffed Rocking Animals, Ovis Aries Rocker with Seatbelt for 6 Months Babies, White Romney Rocking Horse for Toddler 1-3 Age Girl : Toys & Games",weak_no_marketplace_social_proof,pdp_queue_high_confidence,100,nan,nan,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvYzc2ZmY2MjMxMjUxNjMwNDc5MTA4MDU3XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/c76ff6231251630479108057_1.jpg,https://m.media-amazon.com/images/I/11RNLXhvOXL.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/sheep-plush-rocker_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0DJ6XM7GK_amazon.jpg,3e59e3a2b1a9fd53ddbd18d488910040a4806d6254537c0c525ebe39df71a30b,800e86128f2a3fba481908396608f6172966f35b8d2d5eff53fa7cb62d8e9197,0.6074,0.0054,1.0,blocked_weak_pdp_probe,PDP probe is weak or incomplete; retry or provider source required before visual promotion.
fox-plush-rocker,B0DSVJB5QH,Fox Plush Rocker,"labebe - Baby Rocking Horse, Brownish Red Fox Rocking Horse with Seat Belt, Plush Animal Rocker for Kids, Stuffed Rocker Toy for Children 6M-3 Years Old Girl&Boy",usable_pdp_fact_sample,pdp_queue_high_confidence,100,4.8,69.0,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvYmQzYjQ5ZmMxMjUxNjMwNDg3NDk2NTk5XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/bd3b49fc1251630487496599_1.jpg,https://m.media-amazon.com/images/I/71E-oZfuaRL._AC_SY300_SX300_QL70_FMwebp_.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/fox-plush-rocker_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0DSVJB5QH_amazon.jpg,7b45e93bbad464b2e391a46eb4b675f7b525b11fb5f894730d2bd8ed2a18e8c6,d002f09886c05acd76ad2fa30ae7c90a6e0873f195d7ccba2a5ebe4fc2fd6adf,0.748,0.052,1.0,visual_probable_same_product,"Automated visual similarity is strong enough for probable match, pending human review."
wooden-rocking-horse,B0DSZXRZZ1,Wooden Rocking Horse,"Amazon.com: labebe - Wooden Rocking Horse, Baby Wooden Ride On Toys for 12M+, White Rocker Toy with Removable Fence, Toddler Riding Toy Indoor/Outdoor, Nursery Birthday Gift : Toys & Games",weak_blank_or_incomplete,pdp_queue_high_confidence,100,nan,nan,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvZjlhZGI5ZGUxMzQyNzU2Nzc1MTk2NDA5XzExLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NjQwfSwicm90YXRlIjpudWxsfX0=/f9adb9de1342756775196409_11.jpg,,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/wooden-rocking-horse_dtc.jpg,,418ffaf391a8b7ca9169a5a7f665eef2139364275e21ccd959344e75ca9f988b,,0.0,0.0,0.0,blocked_weak_pdp_probe,PDP probe is weak or incomplete; retry or provider source required before visual promotion.
activity-cube-baby-push-walker,B0F8PZ7KZQ,Activity Cube Baby Push Walker,"labebe Wooden Baby Walker, Baby Push Walker Doll Stroller, Push Activity Walker for Kids 18M+, Adjustable Speed Learning Walking with Wheels, Birthday Gift for Girls Boys Ages 1-3",usable_pdp_fact_sample,pdp_queue_variant_cluster,92,4.6,73.0,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvZTA0YjlmZTkxMzMyNjE0Mzk0NDcxNjA2XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/e04b9fe91332614394471606_1.jpg,https://m.media-amazon.com/images/I/41P82jBlSVL._SY300_SX300_QL70_FMwebp_.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/activity-cube-baby-push-walker_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0F8PZ7KZQ_amazon.jpg,fdc697d8075c5641e086fabbb3687e25a36931a908eb6c3beb2195a572956e4c,0bc57d7c31d225019fa442e9ad110731707441060dcfacfcc7e344c9ab643fa7,0.5684,0.0691,0.75,visual_needs_human_review_title_promising,Title overlap is strong but image similarity is weak; likely scene/variant issue.
farm-themed-baby-push-walker,B0F8PZ7KZQ,Farm-Themed Baby Push Walker,"labebe Wooden Baby Walker, Baby Push Walker Doll Stroller, Push Activity Walker for Kids 18M+, Adjustable Speed Learning Walking with Wheels, Birthday Gift for Girls Boys Ages 1-3",usable_pdp_fact_sample,pdp_queue_variant_cluster,85,4.6,73.0,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvZmQzZDEwNmUxMjYyOTc1Nzc3OTA0MDQ3XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/fd3d106e1262975777904047_1.jpg,https://m.media-amazon.com/images/I/41P82jBlSVL._SY300_SX300_QL70_FMwebp_.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/farm-themed-baby-push-walker_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0F8PZ7KZQ_amazon.jpg,78f7d454a98749b27b8b223433fb573b178515664011f9f3129a1f7b0f503dcd,0bc57d7c31d225019fa442e9ad110731707441060dcfacfcc7e344c9ab643fa7,0.5781,0.0585,0.5,visual_needs_human_review,Image similarity and title overlap are not sufficient for automatic promotion.
ice-cream-cart-baby-push-walker,B0F8PZ7KZQ,Ice Cream Cart Baby Push Walker,"labebe Wooden Baby Walker, Baby Push Walker Doll Stroller, Push Activity Walker for Kids 18M+, Adjustable Speed Learning Walking with Wheels, Birthday Gift for Girls Boys Ages 1-3",usable_pdp_fact_sample,pdp_queue_variant_cluster,82,4.6,73.0,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvYzY0OWQ0NDcxMjYyOTc1NTI2MjQ1ODg2XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/c649d4471262975526245886_1.jpg,https://m.media-amazon.com/images/I/41P82jBlSVL._SY300_SX300_QL70_FMwebp_.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/ice-cream-cart-baby-push-walker_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0F8PZ7KZQ_amazon.jpg,4697dcb5a33f41c7a6eb37f2d16f5388879e756af073fb49fccb34cbf8143d36,0bc57d7c31d225019fa442e9ad110731707441060dcfacfcc7e344c9ab643fa7,0.6113,0.0485,0.4,visual_needs_human_review,Image similarity and title overlap are not sufficient for automatic promotion.
doll-stroller-baby-push-walker,B0F8PZ7KZQ,Doll Stroller Baby Push Walker,"labebe Wooden Baby Walker, Baby Push Walker Doll Stroller, Push Activity Walker for Kids 18M+, Adjustable Speed Learning Walking with Wheels, Birthday Gift for Girls Boys Ages 1-3",usable_pdp_fact_sample,search_competitor_or_generic_top_result,55,4.6,73.0,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvNDI3YzJiYzAxMjk3OTMyNjY3NzUyODYwLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDgwfSwicm90YXRlIjpudWxsfX0=/427c2bc01297932667752860.jpg,https://m.media-amazon.com/images/I/41P82jBlSVL._SY300_SX300_QL70_FMwebp_.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/doll-stroller-baby-push-walker_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0F8PZ7KZQ_amazon.jpg,d0edd30bdf2b39bf9034dcd65f3b86b41384957489159342b1d409befe7d4751,0bc57d7c31d225019fa442e9ad110731707441060dcfacfcc7e344c9ab643fa7,0.6582,0.0508,1.0,visual_needs_human_review_title_promising,Title overlap is strong but image similarity is weak; likely scene/variant issue.
cream-wooden-play-kitchen-set-with-storage,B0FH1KX7XQ,Cream Wooden Play Kitchen Set with Storage,"labebe Play Kitchen for Kids Indoor Pretend Play, Wood Toy Set with 2 Storage Boxes, Stove, Sink, Ice Maker, Pots and Pans, Kitchen Set for Cooking Play",usable_pdp_fact_sample,pdp_queue_variant_cluster,92,4.4,25.0,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvMmY5NTU1ZTIxMzY0Mzc3Nzk5OTcxMjc0LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NjQwfSwicm90YXRlIjpudWxsfX0=/2f9555e21364377799971274.jpg,https://m.media-amazon.com/images/I/71UyVIcwF-L._AC_SY300_SX300_QL70_FMwebp_.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/cream-wooden-play-kitchen-set-with-storage_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FH1KX7XQ_amazon.jpg,743a6f69bd75c20e837e2031afcca04756024aac59100512c1beb93e5f208f5b,ec7b6a405f864bf57359cf213de9884755bbb1ad59d311230580fef284e16219,0.5234,0.2283,0.75,visual_needs_human_review_title_promising,Title overlap is strong but image similarity is weak; likely scene/variant issue.
midnight-serenity-wooden-play-kitchen-set,B0FH1KX7XQ,Midnight Serenity Wooden Play Kitchen Set,"labebe Play Kitchen for Kids Indoor Pretend Play, Wood Toy Set with 2 Storage Boxes, Stove, Sink, Ice Maker, Pots and Pans, Kitchen Set for Cooking Play",usable_pdp_fact_sample,pdp_queue_variant_cluster,85,4.4,25.0,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvNWU2MjBmNGExMzY0Mzc4MTg1ODQ3NzUzXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/5e620f4a1364378185847753_1.jpg,https://m.media-amazon.com/images/I/71UyVIcwF-L._AC_SY300_SX300_QL70_FMwebp_.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/midnight-serenity-wooden-play-kitchen-set_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FH1KX7XQ_amazon.jpg,4f0f4b088d9a0e01f531095b2024a7fdf749425c8d276ae7f7c7ec0a457971b5,ec7b6a405f864bf57359cf213de9884755bbb1ad59d311230580fef284e16219,0.584,0.341,0.5,visual_needs_human_review,Image similarity and title overlap are not sufficient for automatic promotion.
stylish-wooden-kids-kitchen-playset,B0FH1KX7XQ,Stylish Wooden Kids Kitchen Playset,"labebe Play Kitchen for Kids Indoor Pretend Play, Wood Toy Set with 2 Storage Boxes, Stove, Sink, Ice Maker, Pots and Pans, Kitchen Set for Cooking Play",usable_pdp_fact_sample,pdp_queue_variant_cluster,80,4.4,25.0,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvN2Q0YzEwMGYxMzY0Mzc4ODQwMTU5MTE0LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDgwfSwicm90YXRlIjpudWxsfX0=/7d4c100f1364378840159114.jpg,https://m.media-amazon.com/images/I/71UyVIcwF-L._AC_SY300_SX300_QL70_FMwebp_.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/stylish-wooden-kids-kitchen-playset_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FH1KX7XQ_amazon.jpg,f4c5b44a2404db450da1809f8d2fb39e4ed8842dd5962391158726692dfda836,ec7b6a405f864bf57359cf213de9884755bbb1ad59d311230580fef284e16219,0.5117,0.309,0.3333,visual_needs_human_review,Image similarity and title overlap are not sufficient for automatic promotion.
princess-vanity-set-with-stool-and-lights,B0FLD8TWWN,Princess Vanity Set with Stool and Lights,"Amazon.com: labebe Kids Vanity, Girls Vanity Desk with LED Changing Lights, Pretend Play Princess Vanity Set, Wooden Toddler Makeup Desk Dressing Table with Drawer and Chair (White) : Home & Kitchen",weak_no_marketplace_social_proof,pdp_queue_high_confidence,92,nan,nan,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvNDFjNDhhOTUxMjkxMTU5MDQyOTQ5MDYxX2ltYWdlXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/41c48a951291159042949061_image_1.jpg,https://m.media-amazon.com/images/I/21DX0E62GJL.png,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/princess-vanity-set-with-stool-and-lights_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FLD8TWWN_amazon.jpg,d979fd4782fe9f6b3ef17472ccf93d15a40aa81ebd5a12bfb9d96ff0a0f26b84,5c949f71e930c0c15be11ab306ea3483a0b41d1cd39cc9e506214b501c31c7d2,0.4863,0.1261,0.75,blocked_weak_pdp_probe,PDP probe is weak or incomplete; retry or provider source required before visual promotion.
learning-tower-montessori-kitchen-tower-unicorn-design,B0FMRDDRZK,Learning Tower & Montessori Kitchen Tower (Unicorn Design),"Amazon.com: labebe Toddler Standing Tower for 12M+, Montessori Foldable Learning Standing Tower with Blackboard, Anti-tip Structure Design,Wooden Kitchen Step Helper Stool for 1-3 Year Old Boy Girl Gift : Home & Kitchen",weak_no_marketplace_social_proof,pdp_queue_variant_cluster,95,nan,nan,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvMjNjMDFlNDkxMzExNDM4Nzg4MDEzNTAzXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/23c01e491311438788013503_1.jpg,https://m.media-amazon.com/images/I/21DX0E62GJL.png,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/learning-tower-montessori-kitchen-tower-unicorn-design_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FMRDDRZK_amazon.jpg,f2a2d9dba8479e645e4edf8667cad28f5bf0d873cb57bf892d95e9d2d374800b,5c949f71e930c0c15be11ab306ea3483a0b41d1cd39cc9e506214b501c31c7d2,0.4727,0.0565,0.8333,blocked_weak_pdp_probe,PDP probe is weak or incomplete; retry or provider source required before visual promotion.
learning-tower-montessori-kitchen-tower-gray,B0FMRDDRZK,Learning Tower & Montessori Kitchen Tower (Gray),"Amazon.com: labebe Toddler Standing Tower for 12M+, Montessori Foldable Learning Standing Tower with Blackboard, Anti-tip Structure Design,Wooden Kitchen Step Helper Stool for 1-3 Year Old Boy Girl Gift : Home & Kitchen",weak_no_marketplace_social_proof,pdp_queue_variant_cluster,94,nan,nan,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvYmU3N2JjYjUxMzA0MTcxNzg3MjMzOTg2LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NjQwfSwicm90YXRlIjpudWxsfX0=/be77bcb51304171787233986.jpg,https://m.media-amazon.com/images/I/21DX0E62GJL.png,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/learning-tower-montessori-kitchen-tower-gray_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FMRDDRZK_amazon.jpg,f608f8cd8c37c45a2126b8a5f237440acab2f1da1ca5d2893237045cb39d9399,5c949f71e930c0c15be11ab306ea3483a0b41d1cd39cc9e506214b501c31c7d2,0.4746,0.0516,0.8,blocked_weak_pdp_probe,PDP probe is weak or incomplete; retry or provider source required before visual promotion.
learning-tower-montessori-kitchen-tower-white,B0FMRDDRZK,Learning Tower & Montessori Kitchen Tower (White),"Amazon.com: labebe Toddler Standing Tower for 12M+, Montessori Foldable Learning Standing Tower with Blackboard, Anti-tip Structure Design,Wooden Kitchen Step Helper Stool for 1-3 Year Old Boy Girl Gift : Home & Kitchen",weak_no_marketplace_social_proof,pdp_queue_variant_cluster,94,nan,nan,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvYzM0YmRkY2MxMzIyMzAxODU5MjIwNDc0LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NjQwfSwicm90YXRlIjpudWxsfX0=/c34bddcc1322301859220474.jpg,https://m.media-amazon.com/images/I/21DX0E62GJL.png,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/learning-tower-montessori-kitchen-tower-white_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FMRDDRZK_amazon.jpg,24d9a2d75e2feda40e45691237a86244e394c2523bd4dd9913d0a2180efaa947,5c949f71e930c0c15be11ab306ea3483a0b41d1cd39cc9e506214b501c31c7d2,0.4473,0.1116,0.8,blocked_weak_pdp_probe,PDP probe is weak or incomplete; retry or provider source required before visual promotion.
learning-tower-montessori-kitchen-tower-with-slide,B0FMRDDRZK,Learning Tower & Montessori Kitchen Tower with Slide,"Amazon.com: labebe Toddler Standing Tower for 12M+, Montessori Foldable Learning Standing Tower with Blackboard, Anti-tip Structure Design,Wooden Kitchen Step Helper Stool for 1-3 Year Old Boy Girl Gift : Home & Kitchen",weak_no_marketplace_social_proof,pdp_queue_variant_cluster,94,nan,nan,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvNTY2NDYwNGMxMzIxNTc3NzEyNjM0MDY5XzIwMjUxMjI5LTEzMzkxNi5qcGVnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/5664604c1321577712634069_20251229-133916.jpeg,https://m.media-amazon.com/images/I/21DX0E62GJL.png,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/learning-tower-montessori-kitchen-tower-with-slide_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FMRDDRZK_amazon.jpg,5f322f735d15daec48dccb5b85fd20cb263b20e5a83d189a82e98f20bfc1ca6c,5c949f71e930c0c15be11ab306ea3483a0b41d1cd39cc9e506214b501c31c7d2,0.4473,0.1201,0.8,blocked_weak_pdp_probe,PDP probe is weak or incomplete; retry or provider source required before visual promotion.
foldable-learning-tower-montessori-kitchen-tower-log-color,B0FMRDDRZK,Foldable Learning Tower & Montessori Kitchen Tower (Log Color),"Amazon.com: labebe Toddler Standing Tower for 12M+, Montessori Foldable Learning Standing Tower with Blackboard, Anti-tip Structure Design,Wooden Kitchen Step Helper Stool for 1-3 Year Old Boy Girl Gift : Home & Kitchen",weak_no_marketplace_social_proof,pdp_queue_variant_cluster,91,nan,nan,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvMTVjNzY5ZGQxMjk3OTQ3MzU2MjA1NTMzXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/15c769dd1297947356205533_1.jpg,https://m.media-amazon.com/images/I/21DX0E62GJL.png,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/foldable-learning-tower-montessori-kitchen-tower-log-color_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FMRDDRZK_amazon.jpg,25be5a3735385ea726fa8214a79ac6ef8aa41b47662752d12899ef5237eb20f9,5c949f71e930c0c15be11ab306ea3483a0b41d1cd39cc9e506214b501c31c7d2,0.498,0.05,0.7143,blocked_weak_pdp_probe,PDP probe is weak or incomplete; retry or provider source required before visual promotion.
learning-tower-montessori-kitchen-tower-log-color,B0FMRDDRZK,Learning Tower & Montessori Kitchen Tower (Log Color),"Amazon.com: labebe Toddler Standing Tower for 12M+, Montessori Foldable Learning Standing Tower with Blackboard, Anti-tip Structure Design,Wooden Kitchen Step Helper Stool for 1-3 Year Old Boy Girl Gift : Home & Kitchen",weak_no_marketplace_social_proof,pdp_queue_variant_cluster,90,nan,nan,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvMmQ0NmM5NjAxMzExNDQ0NzQzOTI1MTMzXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/2d46c9601311444743925133_1.jpg,https://m.media-amazon.com/images/I/21DX0E62GJL.png,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/learning-tower-montessori-kitchen-tower-log-color_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FMRDDRZK_amazon.jpg,59e0d474f31f28bfbf5d31597de16a12ca73b2e64b266081a53af68c4c72e29f,5c949f71e930c0c15be11ab306ea3483a0b41d1cd39cc9e506214b501c31c7d2,0.5039,0.0284,0.6667,blocked_weak_pdp_probe,PDP probe is weak or incomplete; retry or provider source required before visual promotion.
blue-squirrel-plush-rocker,B0FSQ48N93,Blue Squirrel Plush Rocker,"labebe Baby Rocking Horse, Blue Squirrel Rocking Horse for Toddler 1-3 Age Boy&Girl, Plush Rocking Squirrel with Seatbelt for 6 Months Babies, Children Ride-on Toy Wooden Animal Rocker",usable_pdp_fact_sample,pdp_queue_high_confidence,100,4.9,77.0,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvMmZlOTNhNWUxMjk3OTM1OTk4MDMwMzIwLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDgwfSwicm90YXRlIjpudWxsfX0=/2fe93a5e1297935998030320.jpg,https://m.media-amazon.com/images/I/61niSVY1uSL._AC_SY300_SX300_QL70_FMwebp_.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/blue-squirrel-plush-rocker_dtc.jpg,/vol1/1000/projects/toyresearch/planning/20260427_labebe_14day_execution/work_products/product_market_master/live_crawl_20260428/image_identity_expanded_v1/B0FSQ48N93_amazon.jpg,73fdaa9ec3217eb3b1b665b7d6e8e0e124275a1169624575232ea32136c35164,c0b9465ffe74e7593a5651220a94df7e9bfb641cbcf13872a2279850c85df2b2,0.5898,0.0542,1.0,visual_needs_human_review_title_promising,Title overlap is strong but image similarity is weak; likely scene/variant issue.
