asset_id,local_path,filename,media_type,file_size_bytes,sha256_prefix,source_category,source_path_or_url,duplicate_of,likely_role,scene_tag,usage_caveat
DL-018,data/labebe/images/wooden-bakery-toy-food-playset.jpg,wooden-bakery-toy-food-playset.jpg,image,682370,e7e0fa8c1545bb1d,official_catalog,https://media.cdn.ishopastro.com/...,DL-088;DL-097,PDP_gallery_main,product_white_background,Scraped from labebeclub.com; reused in 2 other local dirs
DL-019,data/labebe/images/wooden-rainbow-rocking-chair.jpg,wooden-rainbow-rocking-chair.jpg,image,657718,e8bdc66cc58c4d3b,official_catalog,https://media.cdn.ishopastro.com/...,DL-089,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-020,data/labebe/images/kids-wooden-desk---chair-set-with-corkboard--hutch-storage---organizer.jpg,kids-wooden-desk---chair-set-with-corkboard--hutch-storage---organizer.jpg,image,595713,22061dcb3fac9ed1,official_catalog,https://media.cdn.ishopastro.com/...,DL-097,PDP_gallery_main,product_white_background,Scraped from labebeclub.com; reused in design library
DL-021,data/labebe/images/outdoor-mud-kitchen-yellow.jpg,outdoor-mud-kitchen-yellow.jpg,image,784872,5740e7119e42fe46,official_catalog,https://media.cdn.ishopastro.com/...,DL-098,PDP_gallery_main,product_white_background,Scraped from labebeclub.com; reused in design library
DL-022,data/labebe/images/rubber-wood-montessori-shelf.jpg,rubber-wood-montessori-shelf.jpg,image,668653,cda8b99f81f95e60,official_catalog,https://media.cdn.ishopastro.com/...,DL-099,PDP_gallery_main,product_white_background,Scraped from labebeclub.com; reused in design library
DL-023,data/labebe/images/childrens-writing-desk-and-chair-set-with-hutch---cork-board-for-study---art.jpg,childrens-writing-desk-and-chair-set-with-hutch---cork-board-for-study---art.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-024,data/labebe/images/elephant-activity-wall-busy-board-panel.jpg,elephant-activity-wall-busy-board-panel.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-025,data/labebe/images/kids-art-table-chair-set-with-easel-3-in-1.jpg,kids-art-table-chair-set-with-easel-3-in-1.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-026,data/labebe/images/princess-vanity-set-with-stool-and-lights.jpg,princess-vanity-set-with-stool-and-lights.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-027,data/labebe/images/sit-and-spin-wooden-spinner-seat.jpg,sit-and-spin-wooden-spinner-seat.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-028,data/labebe/images/stylish-wooden-kids-kitchen-playset.jpg,stylish-wooden-kids-kitchen-playset.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-029,data/labebe/images/learning-tower-montessori-kitchen-tower-gray.jpg,learning-tower-montessori-kitchen-tower-gray.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-030,data/labebe/images/learning-tower-montessori-kitchen-tower-unicorn-design.jpg,learning-tower-montessori-kitchen-tower-unicorn-design.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-031,data/labebe/images/fox-plush-rocker.jpg,fox-plush-rocker.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-032,data/labebe/images/crocodile-plush-rocker.jpg,crocodile-plush-rocker.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-033,data/labebe/images/white-swan-plush-rocker.jpg,white-swan-plush-rocker.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-034,data/labebe/images/mammoth-plush-rocker.jpg,mammoth-plush-rocker.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-035,data/labebe/images/yak-plush-rocker.jpg,yak-plush-rocker.jpg,image,unknown,unknown,official_catalog,https://media.cdn.ishopastro.com/...,none,PDP_gallery_main,product_white_background,Scraped from labebeclub.com
DL-036,kimi_generated_site/app/dist/assets/products/activity-cube-baby-push-walker.jpg,activity-cube-baby-push-walker.jpg,image,632958,c1413f6b9b87e990,dtc_build_copy,data/labebe/images/activity-cube-baby-push-walker.jpg,DL-001,PDP_gallery_main,product_white_background,Exact copy of DL-001; built into DTC dist
DL-037,kimi_generated_site/app/dist/assets/products/cream-wooden-play-kitchen-set-with-storage.jpg,cream-wooden-play-kitchen-set-with-storage.jpg,image,292433,9f1cda5c8f4bbe11,dtc_build_copy,data/labebe/images/cream-wooden-play-kitchen-set-with-storage.jpg,DL-003,PDP_gallery_main,product_white_background,Exact copy of DL-003
DL-038,kimi_generated_site/app/dist/assets/products/foldable-learning-tower-montessori-kitchen-tower-log-color.jpg,foldable-learning-tower-montessori-kitchen-tower-log-color.jpg,image,825990,f1bee258fe54c0a6,dtc_build_copy,data/labebe/images/foldable-learning-tower-montessori-kitchen-tower-log-color.jpg,DL-004,PDP_gallery_main,product_white_background,Exact copy of DL-004
DL-039,kimi_generated_site/app/dist/assets/products/highlander-cattle-plush-rocker.jpg,highlander-cattle-plush-rocker.jpg,image,376170,e16c2b2adff9f5bd,dtc_build_copy,data/labebe/images/highlander-cattle-plush-rocker.jpg,DL-005,PDP_gallery_main,product_white_background,Exact copy of DL-005
DL-040,kimi_generated_site/app/dist/assets/products/kids-coffee-shop-grocery-store-playset.jpg,kids-coffee-shop-grocery-store-playset.jpg,image,467906,8b40be4be046bafe,dtc_build_copy,data/labebe/images/kids-coffee-shop-grocery-store-playset.jpg,DL-006,PDP_gallery_main,product_white_background,Exact copy of DL-006
DL-041,kimi_generated_site/app/dist/assets/products/kids-toy-storage-organizer-bookshelf-with-bins.jpg,kids-toy-storage-organizer-bookshelf-with-bins.jpg,image,534332,c0839caa2a4d062c,dtc_build_copy,data/labebe/images/kids-toy-storage-organizer-bookshelf-with-bins.jpg,DL-007,PDP_gallery_main,product_white_background,Exact copy of DL-007
DL-042,kimi_generated_site/app/dist/assets/products/learning-tower-montessori-kitchen-tower-white.jpg,learning-tower-montessori-kitchen-tower-white.jpg,image,344919,f2ddceb2dd09341b,dtc_build_copy,data/labebe/images/learning-tower-montessori-kitchen-tower-white.jpg,DL-008,PDP_gallery_main,product_white_background,Exact copy of DL-008
DL-043,kimi_generated_site/app/dist/assets/products/llama-plush-rocker.jpg,llama-plush-rocker.jpg,image,110139,9614fc38080f9d5b,dtc_build_copy,data/labebe/images/llama-plush-rocker.jpg,DL-009,PDP_gallery_main,product_white_background,Exact copy of DL-009
DL-044,kimi_generated_site/app/dist/assets/products/midnight-serenity-wooden-play-kitchen-set.jpg,midnight-serenity-wooden-play-kitchen-set.jpg,image,593744,02f6d7793aa15f99,dtc_build_copy,data/labebe/images/midnight-serenity-wooden-play-kitchen-set.jpg,DL-011,PDP_gallery_main,product_white_background,Exact copy of DL-011
DL-045,kimi_generated_site/app/dist/assets/products/natural-wood-montessori-shelf-with-storage-boxes.jpg,natural-wood-montessori-shelf-with-storage-boxes.jpg,image,484022,7044fe253f8452fd,dtc_build_copy,data/labebe/images/natural-wood-montessori-shelf-with-storage-boxes.jpg,DL-012,PDP_gallery_main,product_white_background,Exact copy of DL-012
DL-046,kimi_generated_site/app/dist/assets/products/pink-unicorn-plush-rocker.jpg,pink-unicorn-plush-rocker.jpg,image,127164,be5e5b9d8afd7647,dtc_build_copy,data/labebe/images/pink-unicorn-plush-rocker.jpg,DL-014,PDP_gallery_main,product_white_background,Exact copy of DL-014
DL-047,kimi_generated_site/app/dist/assets/products/outdoor-garden-potting-bench-table.jpg,outdoor-garden-potting-bench-table.jpg,image,1197729,555fe94fa909e066,dtc_build_copy,data/labebe/images/outdoor-garden-potting-bench-table.jpg,DL-013,PDP_gallery_main,product_white_background,Exact copy of DL-013
DL-048,kimi_generated_site/app/dist/assets/products/rubber-wood-corner-cabinet.jpg,rubber-wood-corner-cabinet.jpg,image,507465,cbbdf825863c8374,dtc_build_copy,data/labebe/images/rubber-wood-corner-cabinet.jpg,DL-015,PDP_gallery_main,product_white_background,Exact copy of DL-015
DL-049,kimi_generated_site/app/dist/assets/products/wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink.jpg,wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink.jpg,image,420807,57b7d4adb292dbe4,dtc_build_copy,data/labebe/images/wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink.jpg,DL-016,PDP_gallery_main,product_white_background,Exact copy of DL-016
DL-050,kimi_generated_site/app/dist/assets/products/wooden-washer-dryer-playset.jpg,wooden-washer-dryer-playset.jpg,image,181122,ff4e7dc64762dcae,dtc_build_copy,data/labebe/images/wooden-washer-dryer-playset.jpg,DL-017,PDP_gallery_main,product_white_background,Exact copy of DL-017
DL-051,kimi_generated_site/app/dist/assets/products/magnetic-easel-with-deluxe-art-supplies-pink.jpg,magnetic-easel-with-deluxe-art-supplies-pink.jpg,image,870500,0d370eaa3b67b761,dtc_build_copy,data/labebe/images/magnetic-easel-with-deluxe-art-supplies-pink.jpg,DL-010,PDP_gallery_main,product_white_background,Exact copy of DL-010
DL-052,kimi_generated_site/app/public/videos/brand-video.mp4,brand-video.mp4,video,5713233,773f25396c11fad6,local_sizzle,unknown,none,brand_hero_video,brand_montage,Origin and rights unknown; do not use without verification
DL-053,kimi_generated_site/app/public/videos/wooden-mud-kitchen-showroom.mp4,wooden-mud-kitchen-showroom.mp4,video,1327045,e5008accbb385c0c,ai_generated,minimax-output/wooden_mud_kitchen_showroom_6s_with_voice.mp4,VID-004;VID-002,short_video_product_showroom,product_demo_ai,AI-generated video; not real footage; label synthetic
DL-054,kimi_labebe_design_library/app/public/hero-home.jpg,hero-home.jpg,image,154825,6a12a02058412a1e,design_library,unknown,DL-090,hero_homepage,homepage_hero_lifestyle,AI-generated or stock; verify before DTC use
DL-055,kimi_labebe_design_library/app/public/hero-montessori.jpg,hero-montessori.jpg,image,193135,aef0a7d119380aef,design_library,unknown,none,hero_collection,montessori_hero_lifestyle,AI-generated or stock; verify before DTC use
DL-056,kimi_labebe_design_library/app/public/hero-playroom.jpg,hero-playroom.jpg,image,180052,1be64dd4f4c0e352,design_library,unknown,none,hero_collection,playroom_hero_lifestyle,AI-generated or stock; verify before DTC use
DL-057,kimi_labebe_design_library/app/public/hero-pretend.jpg,hero-pretend.jpg,image,105646,8749b683d5361793,design_library,unknown,none,hero_collection,pretend_play_hero_lifestyle,AI-generated or stock; verify before DTC use
DL-058,kimi_labebe_design_library/app/public/hero-rockers.jpg,hero-rockers.jpg,image,155654,2437ad1d8e594d56,design_library,unknown,none,hero_collection,rockers_hero_lifestyle,AI-generated or stock; verify before DTC use
DL-059,kimi_labebe_design_library/app/public/parent-moment-1.jpg,parent-moment-1.jpg,image,161159,c77e9945b76201c6,design_library,unknown,none,lifestyle_context,parent_child_lifestyle,AI-generated or stock; verify before DTC use
DL-060,kimi_labebe_design_library/app/public/parent-moment-2.jpg,parent-moment-2.jpg,image,139072,b1a435a1b126cf95,design_library,unknown,none,lifestyle_context,parent_child_lifestyle,AI-generated or stock; verify before DTC use
DL-061,kimi_labebe_design_library/app/public/product-learning-tower.jpg,product-learning-tower.jpg,image,76558,0a351d0574206e42,design_library,unknown,none,product_feature,learning_tower_detail,AI-generated or stock; verify before DTC use
DL-062,kimi_labebe_design_library/app/public/product-play-kitchen.jpg,product-play-kitchen.jpg,image,107214,92a8c098a3326abb,design_library,unknown,none,product_feature,play_kitchen_detail,AI-generated or stock; verify before DTC use
DL-063,kimi_labebe_design_library/app/public/product-rocker-unicorn.jpg,product-rocker-unicorn.jpg,image,86923,88ace734fbfce6c5,design_library,unknown,none,product_feature,rocker_detail,AI-generated or stock; verify before DTC use
DL-064,kimi_labebe_design_library/app/public/room-nursery.jpg,room-nursery.jpg,image,134431,c3cb540600f471a3,design_library,unknown,none,room_context,nursery_room_setting,AI-generated or stock; verify before DTC use
DL-065,kimi_labebe_design_library/app/public/room-playroom.jpg,room-playroom.jpg,image,201378,d523f7bbf2a6b547,design_library,unknown,DL-091,room_context,playroom_setting,AI-generated or stock; verify before DTC use
DL-066,kimi_labebe_design_library/app/public/ai-studio-hero.jpg,ai-studio-hero.jpg,image,97472,a8bcc9a7f1d234a2,design_library,unknown,none,hero_ai_studio,ai_tool_hero,Internal tool hero; not for DTC
DL-067,kimi_labebe_design_library/app/public/ai-studio/labebe-asset-matrix.svg,labebe-asset-matrix.svg,image,3837,b933ef509f501b9e,design_library,unknown,none,diagram_asset_matrix,asset_diagram,SVG diagram; safe for internal/Boss Gallery
DL-068,kimi_labebe_design_library/app/public/demo-workflow.mp4,demo-workflow.mp4,video,3632239,e3189b7b48923b1b,design_library,unknown,none,internal_demo,workflow_demo,Internal workflow demo; not for DTC
DL-069,kimi_web_upload_website_pack/images/00_labebe_product_contact_sheet.jpg,00_labebe_product_contact_sheet.jpg,image,384156,ddee4104cf4683a8,website_pack,unknown,none,contact_sheet,multi_product_overview,Composite of multiple SKUs; internal reference only
DL-070,kimi_web_upload_website_pack/images/17_ref_cream_play_kitchen.jpg,17_ref_cream_play_kitchen.jpg,image,292433,9f1cda5c8f4bbe11,website_pack,data/labebe/images/cream-wooden-play-kitchen-set-with-storage.jpg,DL-003;DL-037,reference_image,product_white_background,Exact copy of catalog image
DL-071,kimi_web_upload_website_pack/images/16_ref_foldable_learning_tower.jpg,16_ref_foldable_learning_tower.jpg,image,825990,f1bee258fe54c0a6,website_pack,data/labebe/images/foldable-learning-tower-montessori-kitchen-tower-log-color.jpg,DL-004;DL-038,reference_image,product_white_background,Exact copy of catalog image
DL-072,kimi_web_upload_website_pack/images/15_ref_activity_cube_push_walker.jpg,15_ref_activity_cube_push_walker.jpg,image,632958,c1413f6b9b87e990,website_pack,data/labebe/images/activity-cube-baby-push-walker.jpg,DL-001;DL-036,reference_image,product_white_background,Exact copy of catalog image
DL-073,kimi_web_upload_website_pack/images/18_ref_kids_coffee_shop.jpg,18_ref_kids_coffee_shop.jpg,image,467906,8b40be4be046bafe,website_pack,data/labebe/images/kids-coffee-shop-grocery-store-playset.jpg,DL-006;DL-040,reference_image,product_white_background,Exact copy of catalog image
DL-074,kimi_web_upload_website_pack/images/12_ref_toy_storage_organizer.jpg,12_ref_toy_storage_organizer.jpg,image,278152,6e3b3b5ee3d3c602,website_pack,data/labebe/images/kids-toy-storage-organizer-bookshelf-with-bins.jpg,DL-007;DL-041,reference_image,product_white_background,Similar to catalog image; verify hash match
DL-075,kimi_web_upload_website_pack/images/13_ref_montessori_shelf.jpg,13_ref_montessori_shelf.jpg,image,484022,7044fe253f8452fd,website_pack,data/labebe/images/natural-wood-montessori-shelf-with-storage-boxes.jpg,DL-012;DL-045,reference_image,product_white_background,Exact copy of catalog image
DL-076,kimi_web_upload_website_pack/images/14_ref_pink_unicorn_rocker.jpg,14_ref_pink_unicorn_rocker.jpg,image,127164,be5e5b9d8afd7647,website_pack,data/labebe/images/pink-unicorn-plush-rocker.jpg,DL-014;DL-046,reference_image,product_white_background,Exact copy of catalog image
DL-077,kimi_web_upload_website_pack/images/10_ref_wooden_mud_kitchen.jpg,10_ref_wooden_mud_kitchen.jpg,image,420807,57b7d4adb292dbe4,website_pack,data/labebe/images/wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink.jpg,DL-016;DL-049,reference_image,product_white_background,Exact copy of catalog image
DL-078,kimi_web_upload_website_pack/images/11_ref_wooden_mud_kitchen_alt.jpg,11_ref_wooden_mud_kitchen_alt.jpg,image,421128,57719a3e71d39e9e,website_pack,unknown,none,reference_image,product_white_background,Unknown origin; likely catalog alternate angle
DL-079,kimi_web_upload_website_pack/images/19_ref_outdoor_garden_potting_bench.jpg,19_ref_outdoor_garden_potting_bench.jpg,image,1197729,555fe94fa909e066,website_pack,data/labebe/images/outdoor-garden-potting-bench-table.jpg,DL-013;DL-047,reference_image,product_white_background,Exact copy of catalog image
DL-080,kimi_web_upload_website_pack/images/20_ref_magnetic_easel_pink.jpg,20_ref_magnetic_easel_pink.jpg,image,870500,0d370eaa3b67b761,website_pack,data/labebe/images/magnetic-easel-with-deluxe-art-supplies-pink.jpg,DL-010;DL-051,reference_image,product_white_background,Exact copy of catalog image
DL-081,kimi_web_upload_website_pack/images/21_ref_corner_cabinet.jpg,21_ref_corner_cabinet.jpg,image,507465,cbbdf825863c8374,website_pack,data/labebe/images/rubber-wood-corner-cabinet.jpg,DL-015;DL-048,reference_image,product_white_background,Exact copy of catalog image
DL-082,kimi_web_upload_website_pack/images/01_storyboard_wooden_mud_kitchen.jpg,01_storyboard_wooden_mud_kitchen.jpg,image,236964,cee59912e8f31bf8,website_pack,unknown,none,storyboard,wooden_mud_kitchen_storyboard,Internal storyboard frame; not for consumer use without design review
DL-083,kimi_web_upload_website_pack/images/02_storyboard_storage_montessori_shelf.jpg,02_storyboard_storage_montessori_shelf.jpg,image,196136,e44cab91cf3bef8c,website_pack,unknown,none,storyboard,montessori_shelf_storyboard,Internal storyboard frame; not for consumer use without design review
DL-084,kimi_web_upload_website_pack/images/03_storyboard_pink_unicorn_rocker.jpg,03_storyboard_pink_unicorn_rocker.jpg,image,165526,6f6020973becb0e8,website_pack,unknown,none,storyboard,pink_unicorn_rocker_storyboard,Internal storyboard frame; not for consumer use without design review
DL-085,minimax-output/wooden_mud_kitchen_first_frame_9x16.jpg,wooden_mud_kitchen_first_frame_9x16.jpg,image,493322,6d4935573256ab31,ai_generated,minimax API input,none,short_video_first_frame,wooden_mud_kitchen_outdoor_scene,AI-generated first frame; not real photo; label synthetic
DL-086,minimax-output/wooden_mud_kitchen_product_first_frame_9x16.jpg,wooden_mud_kitchen_product_first_frame_9x16.jpg,image,370728,c46c38c5fa09ede3,ai_generated,minimax API input,DL-087,short_video_first_frame,wooden_mud_kitchen_product_cutout,AI-generated first frame; not real photo; label synthetic
DL-087,kimi_web_upload_website_pack/07_minimax_demo_assets/wooden_mud_kitchen_product_first_frame_9x16.jpg,wooden_mud_kitchen_product_first_frame_9x16.jpg,image,370728,c46c38c5fa09ede3,ai_generated,minimax-output/wooden_mud_kitchen_product_first_frame_9x16.jpg,DL-086,short_video_first_frame,wooden_mud_kitchen_product_cutout,Exact copy of DL-086
DL-088,minimax-output/wooden_mud_kitchen_showroom_cover.jpg,wooden_mud_kitchen_showroom_cover.jpg,image,406090,dc4171f0819bd86e,ai_generated,minimax pipeline composite,DL-089,short_video_cover,wooden_mud_kitchen_cover,AI-generated cover; not real photo; label synthetic
DL-089,kimi_web_upload_website_pack/07_minimax_demo_assets/wooden_mud_kitchen_showroom_cover.jpg,wooden_mud_kitchen_showroom_cover.jpg,image,406090,dc4171f0819bd86e,ai_generated,minimax-output/wooden_mud_kitchen_showroom_cover.jpg,DL-088,short_video_cover,wooden_mud_kitchen_cover,Exact copy of DL-088
DL-090,paperclip_runtime_duel/outputs/labebe_wow/assets/heroHome.jpg,heroHome.jpg,image,154825,6a12a02058412a1e,boss_gallery_v0,unknown,DL-054,category_hero,homepage_hero,Boss Gallery asset; likely AI-generated or stock; verify before any use
DL-091,paperclip_runtime_duel/outputs/labebe_wow/assets/playroom.jpg,playroom.jpg,image,201378,d523f7bbf2a6b547,boss_gallery_v0,unknown,DL-065,category_hero,playroom_hero,Boss Gallery asset; likely AI-generated or stock; verify before any use
DL-092,paperclip_runtime_duel/outputs/labebe_wow/assets/learningTower.jpg,learningTower.jpg,image,825990,f1bee258fe54c0a6,boss_gallery_v0,data/labebe/images/foldable-learning-tower-montessori-kitchen-tower-log-color.jpg,DL-004;DL-038;DL-071,category_hero,learning_tower_hero,Exact copy of catalog image; safe if catalog rights clear
DL-093,paperclip_runtime_duel/outputs/labebe_wow/assets/playKitchen.jpg,playKitchen.jpg,image,292433,9f1cda5c8f4bbe11,boss_gallery_v0,data/labebe/images/cream-wooden-play-kitchen-set-with-storage.jpg,DL-003;DL-037;DL-070,category_hero,play_kitchen_hero,Exact copy of catalog image; safe if catalog rights clear
DL-094,paperclip_runtime_duel/outputs/labebe_wow/assets/rocker.jpg,rocker.jpg,image,127164,be5e5b9d8afd7647,boss_gallery_v0,data/labebe/images/pink-unicorn-plush-rocker.jpg,DL-014;DL-046;DL-076,category_hero,rocker_hero,Exact copy of catalog image; safe if catalog rights clear
DL-095,paperclip_runtime_duel/outputs/labebe_wow/assets/shelf.jpg,shelf.jpg,image,484022,7044fe253f8452fd,boss_gallery_v0,data/labebe/images/natural-wood-montessori-shelf-with-storage-boxes.jpg,DL-012;DL-045;DL-075,category_hero,shelf_hero,Exact copy of catalog image; safe if catalog rights clear
DL-096,paperclip_runtime_duel/outputs/labebe_wow/assets/bakery.jpg,bakery.jpg,image,682370,e7e0fa8c1545bb1d,boss_gallery_v0,data/labebe/images/wooden-bakery-toy-food-playset.jpg,DL-018;DL-088,category_hero,bakery_hero,Exact copy of catalog image; safe if catalog rights clear
DL-097,paperclip_runtime_duel/outputs/labebe_wow/labebe_ai_application_wow.mp4,labebe_ai_application_wow.mp4,video,1300446,de0a8505ef477502,boss_gallery_v0,local_composite,none,boss_gallery_walkthrough,brand_walkthrough,Boss Gallery v0 video; DTC forbidden
DL-098,paperclip_runtime_duel/outputs/labebe_wow/labebe_ai_application_wow_contact_sheet.jpg,labebe_ai_application_wow_contact_sheet.jpg,image,163934,c1bbbba1bf222d78,boss_gallery_v0,local_screenshot,none,contact_sheet,video_frame_contact_sheet,Internal QA artifact
DL-099,paperclip_runtime_duel/outputs/labebe_wow/labebe_ai_application_wow_poster.jpg,labebe_ai_application_wow_poster.jpg,image,246205,d1f534f1f48c9c49,boss_gallery_v0,local_design,none,poster,walkthrough_thumbnail,Internal poster asset
