asset_id,filename,site_public_path,site_dist_path,referenced_product_slug,referenced_product_title,collection,world,source_class,source_catalog_path,source_live_probe_url,source_live_download_path,public_sha256_prefix,source_sha256_prefix,live_download_sha256_prefix,dist_copy_matches_public,current_site_usage,dtc_usage_posture,risk_note
SITE-ASSET-011,highlander-cattle-plush-rocker.jpg,labebe-gemini-demo/public/assets/products/highlander-cattle-plush-rocker.jpg,labebe-gemini-demo/dist/assets/products/highlander-cattle-plush-rocker.jpg,highlander-cattle-plush-rocker,Highlander Cattle Plush Rocker,rockers-ride-ons,Giftable Rockers,official_catalog_exact_copy,data/labebe/images/highlander-cattle-plush-rocker.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvMzA5ZTgxOTQxMzMyNjE5ODg5MDA5ODMzXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/309e81941332619889009833_1.jpg,,e16c2b2adff9f5bd,e16c2b2adff9f5bd,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-012,ice-cream-cart-baby-push-walker.jpg,labebe-gemini-demo/public/assets/products/ice-cream-cart-baby-push-walker.jpg,labebe-gemini-demo/dist/assets/products/ice-cream-cart-baby-push-walker.jpg,ice-cream-cart-baby-push-walker,Ice Cream Cart Baby Push Walker,new-in,First Steps & Activity,official_catalog_live_probe_exact_copy,,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvYzY0OWQ0NDcxMjYyOTc1NTI2MjQ1ODg2XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/c649d4471262975526245886_1.jpg,data/labebe/live_probe_images_20260428/ice-cream-cart-baby-push-walker.jpg,a82973ef0ebb6b22,,a82973ef0ebb6b22,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-013,kids-coffee-shop-grocery-store-playset.jpg,labebe-gemini-demo/public/assets/products/kids-coffee-shop-grocery-store-playset.jpg,labebe-gemini-demo/dist/assets/products/kids-coffee-shop-grocery-store-playset.jpg,kids-coffee-shop-grocery-store-playset,Kids Coffee Shop Grocery Store Playset,pretend-play,Tiny Pretend Worlds,official_catalog_exact_copy,data/labebe/images/kids-coffee-shop-grocery-store-playset.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvZWVmMjcwMTQxMjkxMTY0MzI3NzcyMzQ2LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDgwfSwicm90YXRlIjpudWxsfX0=/eef270141291164327772346.jpg,,8b40be4be046bafe,8b40be4be046bafe,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-014,kids-toy-storage-organizer-bookshelf-with-bins.jpg,labebe-gemini-demo/public/assets/products/kids-toy-storage-organizer-bookshelf-with-bins.jpg,labebe-gemini-demo/dist/assets/products/kids-toy-storage-organizer-bookshelf-with-bins.jpg,kids-toy-storage-organizer-bookshelf-with-bins,Kids Toy Storage Organizer Bookshelf with Bins,furniture,Playroom Reset,official_catalog_exact_copy,data/labebe/images/kids-toy-storage-organizer-bookshelf-with-bins.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvNDE1Zjk2YzgxMzQ5OTk4NjE4NTQ4MTg1XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/415f96c81349998618548185_1.jpg,,c0839caa2a4d062c,c0839caa2a4d062c,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-015,learning-tower-montessori-kitchen-tower-white.jpg,labebe-gemini-demo/public/assets/products/learning-tower-montessori-kitchen-tower-white.jpg,labebe-gemini-demo/dist/assets/products/learning-tower-montessori-kitchen-tower-white.jpg,learning-tower-montessori-kitchen-tower-white,Learning Tower Montessori Kitchen Tower White,furniture,Montessori at Home,official_catalog_exact_copy,data/labebe/images/learning-tower-montessori-kitchen-tower-white.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvYzM0YmRkY2MxMzIyMzAxODU5MjIwNDc0LmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NjQwfSwicm90YXRlIjpudWxsfX0=/c34bddcc1322301859220474.jpg,,f2ddceb2dd09341b,f2ddceb2dd09341b,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-016,llama-plush-rocker.jpg,labebe-gemini-demo/public/assets/products/llama-plush-rocker.jpg,labebe-gemini-demo/dist/assets/products/llama-plush-rocker.jpg,llama-plush-rocker,Llama Plush Rocker,rockers-ride-ons,Giftable Rockers,official_catalog_exact_copy,data/labebe/images/llama-plush-rocker.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvZmVlZGM4MGYxMjUyMDk2MjkwMTI1MjE1XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/feedc80f1252096290125215_1.jpg,,9614fc38080f9d5b,9614fc38080f9d5b,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-017,magnetic-easel-with-deluxe-art-supplies-pink.jpg,labebe-gemini-demo/public/assets/products/magnetic-easel-with-deluxe-art-supplies-pink.jpg,labebe-gemini-demo/dist/assets/products/magnetic-easel-with-deluxe-art-supplies-pink.jpg,magnetic-easel-with-deluxe-art-supplies-pink,Magnetic Easel with Deluxe Art Supplies,activity-educational-toys,Milestone Activity,official_catalog_exact_copy,data/labebe/images/magnetic-easel-with-deluxe-art-supplies-pink.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvNjA5NTE4ZDgxMjk3OTMyOTc4MTMxNDQyXzIuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/609518d81297932978131442_2.jpg,,0d370eaa3b67b761,0d370eaa3b67b761,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-018,midnight-serenity-wooden-play-kitchen-set.jpg,labebe-gemini-demo/public/assets/products/midnight-serenity-wooden-play-kitchen-set.jpg,labebe-gemini-demo/dist/assets/products/midnight-serenity-wooden-play-kitchen-set.jpg,midnight-serenity-wooden-play-kitchen-set,Midnight Serenity Wooden Play Kitchen Set,pretend-play,Tiny Pretend Worlds,official_catalog_exact_copy,data/labebe/images/midnight-serenity-wooden-play-kitchen-set.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvNWU2MjBmNGExMzY0Mzc4MTg1ODQ3NzUzXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/5e620f4a1364378185847753_1.jpg,,02f6d7793aa15f99,02f6d7793aa15f99,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-019,natural-wood-montessori-shelf-with-storage-boxes.jpg,labebe-gemini-demo/public/assets/products/natural-wood-montessori-shelf-with-storage-boxes.jpg,labebe-gemini-demo/dist/assets/products/natural-wood-montessori-shelf-with-storage-boxes.jpg,natural-wood-montessori-shelf-with-storage-boxes,Natural Wood Montessori Shelf with Storage Boxes,furniture,Playroom Reset,official_catalog_exact_copy,data/labebe/images/natural-wood-montessori-shelf-with-storage-boxes.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvZTU4NjVjOTkxMzU0MjM0NDM3Nzc2NjI0XzMuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/e5865c991354234437776624_3.jpg,,7044fe253f8452fd,7044fe253f8452fd,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-020,outdoor-garden-potting-bench-table.jpg,labebe-gemini-demo/public/assets/products/outdoor-garden-potting-bench-table.jpg,labebe-gemini-demo/dist/assets/products/outdoor-garden-potting-bench-table.jpg,outdoor-garden-potting-bench-table,Outdoor Garden Potting Bench Table,pretend-play,Outdoor Pretend Play,official_catalog_exact_copy,data/labebe/images/outdoor-garden-potting-bench-table.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvZjgwMzhkNDIxMzk0MjIxNzkxMzAyMTEyLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NjQwfSwicm90YXRlIjpudWxsfX0=/f8038d421394221791302112.jpg,,555fe94fa909e066,555fe94fa909e066,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-021,panda-baby-push-walker.jpg,labebe-gemini-demo/public/assets/products/panda-baby-push-walker.jpg,labebe-gemini-demo/dist/assets/products/panda-baby-push-walker.jpg,panda-baby-push-walker,Panda Baby Push Walker,new-in,First Steps & Activity,official_catalog_live_probe_exact_copy,,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvYmJmMDY1NjcxMzExNDQwMjU2MDE5OTE5XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/bbf065671311440256019919_1.jpg,data/labebe/live_probe_images_20260428/panda-baby-push-walker.jpg,ddc570d2bd6b18f9,,ddc570d2bd6b18f9,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-022,pink-unicorn-plush-rocker.jpg,labebe-gemini-demo/public/assets/products/pink-unicorn-plush-rocker.jpg,labebe-gemini-demo/dist/assets/products/pink-unicorn-plush-rocker.jpg,pink-unicorn-plush-rocker,Pink Unicorn Plush Rocker,rockers-ride-ons,Giftable Rockers,official_catalog_exact_copy,data/labebe/images/pink-unicorn-plush-rocker.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvZjI5NWIxOGQxMjUxNjMwMzExMzM1ODU2XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODB9LCJyb3RhdGUiOm51bGx9fQ==/f295b18d1251630311335856_1.jpg,,be5e5b9d8afd7647,be5e5b9d8afd7647,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-023,rubber-wood-corner-cabinet.jpg,labebe-gemini-demo/public/assets/products/rubber-wood-corner-cabinet.jpg,labebe-gemini-demo/dist/assets/products/rubber-wood-corner-cabinet.jpg,rubber-wood-corner-cabinet,Rubber Wood Corner Cabinet,furniture,Playroom Reset,official_catalog_exact_copy,data/labebe/images/rubber-wood-corner-cabinet.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvOTQ2NGVkZmMxMzQ5OTk4NjAxNzcwOTYwXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/9464edfc1349998601770960_1.jpg,,cbbdf825863c8374,cbbdf825863c8374,,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
SITE-ASSET-024,white-swan-plush-rocker.jpg,labebe-gemini-demo/public/assets/products/white-swan-plush-rocker.jpg,labebe-gemini-demo/dist/assets/products/white-swan-plush-rocker.jpg,white-swan-plush-rocker,White Swan Plush Rocker,rockers-ride-ons,Giftable Rockers,official_catalog_live_probe_exact_copy,data/labebe/images/white-swan-plush-rocker.jpg,https://image.cdn.ishopastro.com/eyJidWNrZXQiOiJwcm9kLW1lZGlhLW15c2hvcGFzdHJvLWNvbSIsImtleSI6IjEyMTI5MjIwOTM4NjY2MjcvbWVkaWEvaW1hZ2UvMGYxY2RhYWYxMjUwNjU3MzUwMjQ0Nzk5XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo2NDB9LCJyb3RhdGUiOm51bGx9fQ==/0f1cdaaf1250657350244799_1.jpg,data/labebe/live_probe_images_20260428/white-swan-plush-rocker.jpg,694cca94cab5b0d7,747d5fa152f94036,694cca94cab5b0d7,yes,referenced_by_current_consumer_site,conditional_for_dtc_after_brand_rights_confirmed,Prototype uses Labebe catalog imagery or a live-probe catalog image reference; production still needs brand/legal confirmation.
