slug_csv,slug_json,slug_match_status,name_clean,title_raw,current_price_usd,original_price_usd,discount_pct_listed,discount_pct_implied,flag_new_listing,flag_hot_listing,from_prefix_listing,reviews_count_listing,collection_listing,product_url,local_hero_image_path,local_hero_image_exists,pdp_gallery_url_count,gallery_files_on_disk,scrape_date_local,unknown_fields
cream-wooden-play-kitchen-set-with-storage,cream-wooden-play-kitchen-set-with-storage,identical,Cream Wooden Play Kitchen Set with Storage,-32%HOTCream Wooden Play Kitchen Set with Storage | labebe®$129.99$189.99(9),129.99,189.99,32,32,,Y,,9,pretend-play,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,/vol1/1000/projects/toyresearch/data/labebe/images/cream-wooden-play-kitchen-set-with-storage.jpg,Y,12,12,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
outdoor-garden-potting-bench-table,outdoor-garden-potting-bench-table,identical,Outdoor Garden - Potting Bench Table,NEW!Outdoor Garden - Potting Bench Table$139.99(4),139.99,,,,Y,,,4,pretend-play,https://labebeclub.com/product/outdoor-garden-potting-bench-table,/vol1/1000/projects/toyresearch/data/labebe/images/outdoor-garden-potting-bench-table.jpg,Y,28,28,2026-04-24,original_price; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
wooden-bakery-toy-food-playset,wooden-bakery-toy-food-playset,identical,Wooden Bakery Toy Food Playset,Wooden Bakery Toy Food Playset | labebe®$33.99$39.99(6),33.99,39.99,,15,,,,6,pretend-play,https://labebeclub.com/product/wooden-bakery-toy-food-playset,/vol1/1000/projects/toyresearch/data/labebe/images/wooden-bakery-toy-food-playset.jpg,Y,7,7,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
kids-coffee-shop-grocery-store-playset,kids-coffee-shop-grocery-store-playset,identical,Kids Coffee Shop & Grocery Store Playset,Kids Coffee Shop & Grocery Store Playset$87.99$159.99(5),87.99,159.99,,45,,,,5,pretend-play,https://labebeclub.com/product/kids-coffee-shop-grocery-store-playset,/vol1/1000/projects/toyresearch/data/labebe/images/kids-coffee-shop-grocery-store-playset.jpg,Y,11,11,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
wooden-washer-dryer-playset,wooden-washer-dryer-playset,identical,Wooden Washer & Dryer Playset,Wooden Washer & Dryer Playset$89.99$149.99(5),89.99,149.99,,40,,,,5,pretend-play,https://labebeclub.com/product/wooden-washer-dryer-playset,/vol1/1000/projects/toyresearch/data/labebe/images/wooden-washer-dryer-playset.jpg,Y,10,10,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink,wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink,identical,Wooden Mud Kitchen with Planter Box,Wooden Mud Kitchen with Planter Box$109.99$169.99(1),109.99,169.99,,35,,,,1,pretend-play,https://labebeclub.com/product/wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink,/vol1/1000/projects/toyresearch/data/labebe/images/wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink.jpg,Y,7,7,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
stylish-wooden-kids-kitchen-playset,stylish-wooden-kids-kitchen-playset,identical,Stylish Wooden Kids Kitchen Playset,Stylish Wooden Kids Kitchen Playset$119.99$215.99(4),119.99,215.99,,44,,,,4,pretend-play,https://labebeclub.com/product/stylish-wooden-kids-kitchen-playset,/vol1/1000/projects/toyresearch/data/labebe/images/stylish-wooden-kids-kitchen-playset.jpg,Y,12,12,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
magnetic-easel-with-deluxe-art-supplies-pink,magnetic-easel-with-deluxe-art-supplies-pink,identical,Magnetic Easel with Deluxe Art Supplies – Pink,NEW!Magnetic Easel with Deluxe Art Supplies – Pink$93.99$119.99,93.99,119.99,,22,Y,,,,activity-educational-toys,https://labebeclub.com/product/magnetic-easel-with-deluxe-art-supplies-pink,/vol1/1000/projects/toyresearch/data/labebe/images/magnetic-easel-with-deluxe-art-supplies-pink.jpg,Y,7,7,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
shark-activity-wall-busy-board-panel,shark-activity-wall-busy-board-panel,identical,Shark Activity Wall Busy Board Panel,Shark Activity Wall Busy Board Panel$99.99$139.99(2),99.99,139.99,,29,,,,2,activity-educational-toys,https://labebeclub.com/product/shark-activity-wall-busy-board-panel,/vol1/1000/projects/toyresearch/data/labebe/images/shark-activity-wall-busy-board-panel.jpg,Y,8,8,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
magnetic-easel-with-deluxe-art-supplies-purple,magnetic-easel-with-deluxe-art-supplies-purple,identical,Magnetic Easel with Deluxe Art Supplies – Purple,Magnetic Easel with Deluxe Art Supplies – Purple$95.99$119.99,95.99,119.99,,20,,,,,activity-educational-toys,https://labebeclub.com/product/magnetic-easel-with-deluxe-art-supplies-purple,/vol1/1000/projects/toyresearch/data/labebe/images/magnetic-easel-with-deluxe-art-supplies-purple.jpg,Y,7,7,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
magnetic-easel-with-deluxe-art-supplies-colorful,magnetic-easel-with-deluxe-art-supplies-colorful,identical,Magnetic Easel with Deluxe Art Supplies – Colorful,NEW!Magnetic Easel with Deluxe Art Supplies – Colorful$93.99$119.99,93.99,119.99,,22,Y,,,,activity-educational-toys,https://labebeclub.com/product/magnetic-easel-with-deluxe-art-supplies-colorful,/vol1/1000/projects/toyresearch/data/labebe/images/magnetic-easel-with-deluxe-art-supplies-colorful.jpg,Y,7,7,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
sit-and-spin-wooden-spinner-seat,sit-and-spin-wooden-spinner-seat,identical,Sit and Spin Wooden Spinner Seat,Sit and Spin Wooden Spinner Seat$55.99$79.99,55.99,79.99,,30,,,,,activity-educational-toys,https://labebeclub.com/product/sit-and-spin-wooden-spinner-seat,/vol1/1000/projects/toyresearch/data/labebe/images/sit-and-spin-wooden-spinner-seat.jpg,Y,7,7,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
elephant-activity-wall-busy-board-panel,elephant-activity-wall-busy-board-panel,identical,Elephant Activity Wall Busy Board Panel,NEW!Elephant Activity Wall Busy Board Panel$95.99$139.99,95.99,139.99,,31,Y,,,,activity-educational-toys,https://labebeclub.com/product/elephant-activity-wall-busy-board-panel,/vol1/1000/projects/toyresearch/data/labebe/images/elephant-activity-wall-busy-board-panel.jpg,Y,7,7,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
natural-wood-montessori-shelf-with-storage-boxes,natural-wood-montessori-shelf-with-storage-boxes,identical,Natural Wood Montessori Shelf with Storage Boxes,HOTNatural Wood Montessori Shelf with Storage Boxes | labebe®$114.99(9),114.99,,,,,Y,,9,furniture,https://labebeclub.com/product/natural-wood-montessori-shelf-with-storage-boxes,/vol1/1000/projects/toyresearch/data/labebe/images/natural-wood-montessori-shelf-with-storage-boxes.jpg,Y,13,13,2026-04-24,original_price; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
kids-toy-storage-organizer-bookshelf-with-bins,kids-toy-storage-organizer-bookshelf-with-bins,identical,Kids Toy Storage Organizer & Bookshelf with Bins,HOTKids Toy Storage Organizer & Bookshelf with Bins$105.99(7),105.99,,,,,Y,,7,furniture,https://labebeclub.com/product/kids-toy-storage-organizer-bookshelf-with-bins,/vol1/1000/projects/toyresearch/data/labebe/images/kids-toy-storage-organizer-bookshelf-with-bins.jpg,Y,17,17,2026-04-24,original_price; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
kids-desk-chair-set-with-cork-board-hutch,kids-desk-chair-set-with-cork-board-hutch,identical,Kids’ Desk & Chair Set with Cork Board & Hutch,-13%HOTKids’ Desk & Chair Set with Cork Board & Hutch$179.99$205.99(5),179.99,205.99,13,13,,Y,,5,furniture,https://labebeclub.com/product/kids-desk-chair-set-with-cork-board-hutch,/vol1/1000/projects/toyresearch/data/labebe/images/kids-desk-chair-set-with-cork-board-hutch.jpg,Y,14,14,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
princess-vanity-set-with-stool-and-lights,princess-vanity-set-with-stool-and-lights,identical,Princess Vanity Set with Stool and Lights,Princess Vanity Set with Stool and Lights$119.99$199.99(3),119.99,199.99,,40,,,,3,furniture,https://labebeclub.com/product/princess-vanity-set-with-stool-and-lights,/vol1/1000/projects/toyresearch/data/labebe/images/princess-vanity-set-with-stool-and-lights.jpg,Y,9,9,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
kids-art-table-chair-set-with-easel-3-in-1,kids-art-table-chair-set-with-easel-3-in-1,identical,Kids Art Table & Chair Set with Easel (3 in 1),-40%NEW!Kids Art Table & Chair Set with Easel (3 in 1)$125.99$209.99(7),125.99,209.99,40,40,Y,,,7,furniture,https://labebeclub.com/product/kids-art-table-chair-set-with-easel-3-in-1,/vol1/1000/projects/toyresearch/data/labebe/images/kids-art-table-chair-set-with-easel-3-in-1.jpg,Y,24,24,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
rubber-wood-montessori-shelf,rubber-wood-montessori-shelf,identical,Rubber Wood Montessori Shelf,NEW!Rubber Wood Montessori Shelf$139.99$189.99(7),139.99,189.99,,26,Y,,,7,furniture,https://labebeclub.com/product/rubber-wood-montessori-shelf,/vol1/1000/projects/toyresearch/data/labebe/images/rubber-wood-montessori-shelf.jpg,Y,8,8,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
kids-toy-storage-organizer-with-bins,kids-toy-storage-organizer-with-bins,identical,Kids Toy Storage Organizer with Bins,Kids Toy Storage Organizer with Bins$109.99$189.99(5),109.99,189.99,,42,,,,5,furniture,https://labebeclub.com/product/kids-toy-storage-organizer-with-bins,/vol1/1000/projects/toyresearch/data/labebe/images/kids-toy-storage-organizer-with-bins.jpg,Y,8,8,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
learning-tower-montessori-kitchen-tower-unicorn-design,learning-tower-montessori-kitchen-tower-unicorn-design,identical,Learning Tower & Montessori Kitchen Tower (Unicorn Design),Learning Tower & Montessori Kitchen Tower (Unicorn Design)$59.99$109.99,59.99,109.99,,45,,,,,furniture,https://labebeclub.com/product/learning-tower-montessori-kitchen-tower-unicorn-design,/vol1/1000/projects/toyresearch/data/labebe/images/learning-tower-montessori-kitchen-tower-unicorn-design.jpg,Y,6,6,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
children-s-writing-desk-and-chair-set-with-hutch---cork-board-for-study---art,childrens-writing-desk-and-chair-set-with-hutch---cork-board-for-study---art,normalized_match,Children’s Writing Desk and Chair Set with Hutch & Cork Board for Study & Art,-14%HOTChildren’s Writing Desk and Chair Set with Hutch & Cork Board for Study & Art$179.99$209.99(12),179.99,209.99,14,14,,Y,,12,furniture,https://labebeclub.com/product/children-s-writing-desk-and-chair-set-with-hutch---cork-board-for-study---art,/vol1/1000/projects/toyresearch/data/labebe/images/children-s-writing-desk-and-chair-set-with-hutch---cork-board-for-study---art.jpg,Y,13,14,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
wooden-square-stools-2-per-pack,wooden-square-stools-2-per-pack,identical,Wooden Square Stools(2 per Pack),Wooden Square Stools(2 per Pack)$34.99(7),34.99,,,,,,,7,furniture,https://labebeclub.com/product/wooden-square-stools-2-per-pack,/vol1/1000/projects/toyresearch/data/labebe/images/wooden-square-stools-2-per-pack.jpg,Y,6,6,2026-04-24,original_price; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
rubber-wood-corner-cabinet,rubber-wood-corner-cabinet,identical,Rubber Wood Corner Cabinet,NEW!Rubber Wood Corner Cabinet$79.99$119.99(1),79.99,119.99,,33,Y,,,1,furniture,https://labebeclub.com/product/rubber-wood-corner-cabinet,/vol1/1000/projects/toyresearch/data/labebe/images/rubber-wood-corner-cabinet.jpg,Y,8,8,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
wooden-toy-storage-organizer-with-shelves-bins,wooden-toy-storage-organizer-with-shelves-bins,identical,Wooden Toy Storage Organizer with Shelves & Bins,Wooden Toy Storage Organizer with Shelves & Bins$99.99$149.99(3),99.99,149.99,,33,,,,3,furniture,https://labebeclub.com/product/wooden-toy-storage-organizer-with-shelves-bins,/vol1/1000/projects/toyresearch/data/labebe/images/wooden-toy-storage-organizer-with-shelves-bins.jpg,Y,6,6,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
kids-wooden-desk---chair-set-with-corkboard--hutch-storage---organizer,kids-wooden-desk---chair-set-with-corkboard--hutch-storage---organizer,identical,"Kids Wooden Desk & Chair Set with Corkboard, Hutch Storage & Organizer","-14%HOTKids Wooden Desk & Chair Set with Corkboard, Hutch Storage & Organizer$179.99$209.99(11)",179.99,209.99,14,14,,Y,,11,furniture,https://labebeclub.com/product/kids-wooden-desk---chair-set-with-corkboard--hutch-storage---organizer,/vol1/1000/projects/toyresearch/data/labebe/images/kids-wooden-desk---chair-set-with-corkboard--hutch-storage---organizer.jpg,Y,13,13,2026-04-24,pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
foldable-learning-tower-montessori-kitchen-tower-log-color,foldable-learning-tower-montessori-kitchen-tower-log-color,identical,Foldable Learning Tower & Montessori Kitchen Tower (Log Color),Foldable Learning Tower & Montessori Kitchen Tower (Log Color)$79.99$109.99,79.99,109.99,,27,,,,,furniture,https://labebeclub.com/product/foldable-learning-tower-montessori-kitchen-tower-log-color,/vol1/1000/projects/toyresearch/data/labebe/images/foldable-learning-tower-montessori-kitchen-tower-log-color.jpg,Y,8,8,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
wooden-round-stools-2-per-pack,wooden-round-stools-2-per-pack,identical,Wooden Round Stools(2 per Pack),Wooden Round Stools(2 per Pack)$35.99,35.99,,,,,,,,furniture,https://labebeclub.com/product/wooden-round-stools-2-per-pack,/vol1/1000/projects/toyresearch/data/labebe/images/wooden-round-stools-2-per-pack.jpg,Y,6,6,2026-04-24,original_price; reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
learning-tower-montessori-kitchen-tower-white,learning-tower-montessori-kitchen-tower-white,identical,Learning Tower & Montessori Kitchen Tower (White),Learning Tower & Montessori Kitchen Tower (White)$55.99$99.99,55.99,99.99,,44,,,,,furniture,https://labebeclub.com/product/learning-tower-montessori-kitchen-tower-white,/vol1/1000/projects/toyresearch/data/labebe/images/learning-tower-montessori-kitchen-tower-white.jpg,Y,9,9,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
learning-tower-montessori-kitchen-tower-gray,learning-tower-montessori-kitchen-tower-gray,identical,Learning Tower & Montessori Kitchen Tower (Gray),Learning Tower & Montessori Kitchen Tower (Gray)$55.99$99.99,55.99,99.99,,44,,,,,furniture,https://labebeclub.com/product/learning-tower-montessori-kitchen-tower-gray,/vol1/1000/projects/toyresearch/data/labebe/images/learning-tower-montessori-kitchen-tower-gray.jpg,Y,9,9,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
activity-cube-baby-push-walker,activity-cube-baby-push-walker,identical,Activity Cube Baby Push Walker,NEW!Activity Cube Baby Push Walker$69.99$93.99,69.99,93.99,,26,Y,,,,new-in,https://labebeclub.com/product/activity-cube-baby-push-walker,/vol1/1000/projects/toyresearch/data/labebe/images/activity-cube-baby-push-walker.jpg,Y,8,8,2026-04-24,reviews_count_listing; pdp_text; dimensions; weight; materials; age_range; warnings; certifications; assembly_minutes; shipping_dimensions; variants; inventory_status; review_rating; review_text; asin
